	enthalpy	PDB_name
0	172.558078501544	19
1	177.5339695248137	6
2	177.63372218264323	13
3	179.95846183362903	7
4	181.36296902576305	1
5	181.89292375117367	15
6	183.57829949220016	16
7	183.8035822329026	10
8	185.65325469984776	18
9	185.66511443790918	24
10	186.04963208098758	2
11	187.5794424554704	14
12	189.58905382810423	12
13	190.22521159535083	4
14	190.47875972359967	11
15	191.49789733158357	25
16	193.7928800443257	22
17	197.35407450981336	3
18	197.67459976013978	23
19	199.38390675790717	8
20	199.99979570488844	21
21	207.43125558152357	9
22	210.27580579051636	20
23	211.54983874527497	5
24	213.47077759267114	17
