	total_energy	vdw	elec	grid_hbond	conformer_id	placement_id	PDB_name	cluster_size
0	29.453940868395684	-13.252137901951535	-2.3646002124533814	0.0	8	71	8_71.pdb	16
1	31.376649578552513	-13.275335536650713	-0.6008724402122958	0.0	7	20	7_20.pdb	12
2	32.78891714235115	-12.832291736056863	0.7322718173243306	0.0	9	17	9_17.pdb	15
3	33.00554124921088	-15.534759703206058	3.711375625419832	0.0	10	9	10_9.pdb	12
4	35.169791599037566	-13.80254438255794	2.7627191748834923	0.0	5	38	5_38.pdb	14
5	36.29860001540028	-13.293236231408214	1.600635597807004	0.0	1	62	1_62.pdb	19
6	37.490566722626625	-10.829499671011655	2.594305930924376	0.0	4	86	4_86.pdb	19
7	37.98974198115652	-9.726618466435962	3.3645863541700782	0.0	2	63	2_63.pdb	12
8	38.43065265791547	-11.43381613660957	3.282518185628928	0.0	3	30	3_30.pdb	17
9	48.512738591338056	-3.328481811019415	4.083451682416857	0.0	6	99	6_99.pdb	14
